"configuration","problem","model","data_file","status","time","flatBoolVars","failures","propagations","run","nSolutions","eliminatedImplications","flatBoolConstraints","evaluatedReifiedConstraints","trailMem","intVariables","blockType","userDecisions","peakMem","backjumps","solutions","flatIntConstraints","objective","evaluatedHalfReifiedConstraints","objectiveBound","paths","extractedViews","method","baseMem","initTime","flatIntVars","variables","solveTime","nodes","restarts","peakDepth","flatTime","intVars","nogoods","randomSeed","oracleDecisions","unifiedVariables","boolVariables","propagators"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","2.85568564850837","10963","14633","634903","results_rect","1","38","3515","7486","","87","complete","10302","","","","11989","","76","","0","11609","satisfy","","0.119756","4216","","1.889106","","285","141","0.440253","","","","5811","0","","368"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","22.709102092310786","14532","141674","5456104","results_rect","1","42","4662","9912","","99","complete","141953","","","","15769","","84","","0","15330","satisfy","","0.152172","5523","","21.541101","","0","22","0.574922","","","","0","0","","427"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.6913960501551628","6165","1183","51502","results_rect","1","30","1965","4230","","67","complete","1196","","","","6903","","60","","0","6615","satisfy","","0.068067","2458","","0.117218","","0","1948","0.282518","","","","1935","0","","276"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5924565009772778","13820","3845","189476","results_rect","1","40","4420","9440","","97","complete","2444","","","","15053","","80","","0","14620","satisfy","","0.13987","5283","","0.499267","","27","4420","0.556905","","","","10506","0","","421"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6131601855159","26208","4507075","151684673","results_rect","0","52","8424","17836","","129","complete","4513109","","","","28052","","104","","0","27456","satisfy","","0.282397","9755","","1198.712055","","0","16","1.002289","","","","0","0","","584"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","4.872564327903092","12420","25638","1109569","results_rect","1","40","3980","8480","","93","complete","25715","","","","13545","","80","","0","13140","satisfy","","0.132852","4759","","3.796988","","0","21","0.521895","","","","0","0","","393"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","712.4988185614347","18920","3343557","356558499","results_rect","1","44","5995","12276","","109","complete","3347844","","","","20383","","1012","","0","18964","satisfy","","0.196035","6803","","710.902261","","0","128","0.767902","","","","110","0","","1407"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","33.41613627690822","16338","203489","27359535","results_rect","1","42","5166","10584","","103","complete","134620","","","","17678","","924","","0","16380","satisfy","","0.169889","5905","","32.173488","","4361","541","0.611933","","","","101640","0","","1286"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","26.632818962447345","15498","154537","6966031","results_rect","1","42","4956","10584","","103","complete","121103","","","","16839","","84","","0","16380","satisfy","","0.16417","5905","","25.434917","","4181","109","0.647659","","","","62973","0","","447"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","16.39547214936465","1050","132118","59275190","results_rect","1","42","378","924","0.04","","","","0.0","4729","","1086","","84","","0","","satisfy","0.0","0.025","105","14848","16.106","136872","0","24","0.114654","127","132118","407783316","","","14719","1957"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.811720110476017","8007","1343","54296","results_rect","1","34","2567","5474","","75","complete","1358","","","","8841","","68","","0","8517","satisfy","","0.084817","3124","","0.137087","","0","2548","0.339598","","","","2533","0","","312"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.5788579536602","25175","4607880","153905020","results_rect","0","50","8075","17150","","127","complete","4613752","","","","27015","","100","","0","26425","satisfy","","0.266007","9408","","1198.775538","","0","16","0.956234","","","","0","0","","578"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","57.5718337520957","31266","208541","13678359","results_rect","1","54","10044","21276","","139","complete","142755","","","","33385","","108","","0","32724","satisfy","","0.331253","11593","","55.504384","","8525","1873","1.13064","","","","190613","0","","649"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.3204975305125117","9774","24557","2480966","results_rect","1","36","3087","6264","","81","complete","24623","","","","10696","","684","","0","9738","satisfy","","0.105915","3561","","2.462517","","0","77","0.412709","","","","58","0","","944"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8529777303338051","7520","1590","72029","results_rect","1","32","2400","5152","","73","complete","1309","","","","8350","","64","","0","8032","satisfy","","0.085852","2959","","0.152601","","110","2381","0.335295","","","","2982","0","","306"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.6407374264672399","792","22672","9076049","results_rect","1","36","297","684","0.02","","","","0.0","795","","822","","72","","0","","satisfy","0.0","0.018","87","9762","1.348","23492","0","24","0.109355","106","22672","-249040534","","","9654","1459"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.2398646268994","224","","","results_rect","0","112","168","","","","","","","","","331","","224","","0","","satisfy","","","147","","","","","","0.094838","","","","","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","27.060107350349426","24000","125785","22636627","results_rect","1","48","7620","15600","","121","complete","103294","","","","25713","","1200","","0","24048","satisfy","","0.25249","8575","","25.369422","","3931","333","0.866197","","","","71824","0","","1653"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","5.7844900311902165","26208","19628","989412","results_rect","1","52","8424","17836","","129","complete","14162","","","","28052","","104","","0","27456","satisfy","","0.280764","9755","","3.974086","","207","1536","0.976279","","","","8707","0","","584"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","ALL_SOLUTIONS","1.9001195263117552","152","30243","2213218","results_rect","1","76","114","","","","","","","","","223","0","152","0","0","","satisfy","","","93","","1.67448","","","","0.092768","","","","","","314",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5871073203161","25175","4453749","148940681","results_rect","0","50","8075","17150","","127","complete","4459412","","","","27015","","100","","0","26425","satisfy","","0.269483","9408","","1198.783627","","0","16","0.944488","","","","0","0","","578"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7422879878431559","7072","1410","181658","results_rect","1","32","2232","4512","","69","complete","1106","","","","7813","","544","","0","7040","satisfy","","0.075917","2603","","0.125545","","89","2639","0.311293","","","","3194","0","","758"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.247301296331","216","","","results_rect","0","108","162","","","","","","","","","319","","216","","0","","satisfy","","","141","","","","","","0.097659","","","","","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6090355664492","23875","4879030","162259843","results_rect","0","50","7675","16250","","123","complete","4882921","","","","25593","","100","","0","25025","satisfy","","0.254358","8904","","1198.878878","","0","16","0.86298","","","","0","0","","556"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.5855165971443057","10980","14648","1777126","results_rect","1","36","3465","7092","","85","complete","10281","","","","12001","","684","","0","11016","satisfy","","0.117877","4015","","1.741015","","305","131","0.432647","","","","5859","0","","971"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","192.82835262455046","20856","845748","37873747","results_rect","1","48","6696","14208","","117","complete","567753","","","","22441","","96","","0","21912","satisfy","","0.221485","7827","","191.313345","","12937","1124","0.811852","","","","437335","0","","517"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.55663997028023","9162","15572","679051","results_rect","1","36","2934","6264","","81","complete","11546","","","","10085","","72","","0","9738","satisfy","","0.093991","3561","","1.782867","","331","2937","0.358693","","","","11757","0","","335"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.470978707075119","9162","24681","906311","results_rect","1","36","2934","6264","","81","complete","24747","","","","10085","","72","","0","9738","satisfy","","0.09416","3561","","2.695801","","0","19","0.358298","","","","0","0","","335"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","52.29905220400542","1050","374587","170466648","results_rect","1","42","378","924","0.04","","","","0.0","16558","","1088","","84","","0","","satisfy","0.0","0.031","109","16026","51.825","391168","0","22","0.133534","131","374587","2142577676","","","15893","1961"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.2041939347982","208","30731187","634246783","results_rect","0","104","156","","","","","","","","0","309","","208","","0","","satisfy","","0.004169","139","351","1199.9","61462542","0","71","0.096044","","","","","","","467"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8376412503421","35168","4392950","174096903","results_rect","0","56","11312","23912","","145","complete","4400997","","","","37440","","112","","0","36736","satisfy","","0.371825","12975","","1198.26607","","0","18","1.36169","","","","0","0","","692"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","702.1748997531831","38222","2483054","132870481","results_rect","1","58","12296","25984","","151","complete","1947122","","","","40639","","116","","0","39904","satisfy","","0.407201","14077","","699.409027","","60019","3081","1.44369","","","","1197301","0","","723"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","9.883514979854226","19964","44822","2428161","results_rect","1","46","6394","13616","","115","complete","33761","","","","21545","","92","","0","21022","satisfy","","0.206978","7527","","8.378016","","1013","1062","0.741825","","","","19417","0","","511"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.5590951750054955","18837","39757","1981438","results_rect","1","46","6049","12834","","111","complete","33471","","","","20305","","92","","0","19803","satisfy","","0.191671","7086","","6.157225","","1291","82","0.710176","","","","16170","0","","490"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","8.291439389809966","17996","43512","2253827","results_rect","1","44","5764","12276","","109","complete","33231","","","","19460","","88","","0","18964","satisfy","","0.184564","6803","","7.00091","","1579","915","0.684617","","","","23091","0","","484"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","45.436927212402225","25175","221063","11345391","results_rect","1","50","8075","17150","","127","complete","148844","","","","27015","","100","","0","26425","satisfy","","0.269758","9408","","43.682964","","6669","1047","0.968747","","","","134931","0","","578"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","56.22449974436313","31266","208531","13678856","results_rect","1","54","10044","21276","","139","complete","142755","","","","33385","","108","","0","32724","satisfy","","0.332958","11593","","54.146875","","8525","1873","1.12944","","","","190592","0","","649"
