"configuration","problem","model","data_file","status","time","flatTime","nSolutions","nogoods","extractedViews","propagations","boolVariables","evaluatedHalfReifiedConstraints","oracleDecisions","userDecisions","run","flatBoolConstraints","nodes","intVars","failures","intVariables","unifiedVariables","evaluatedReifiedConstraints","flatIntConstraints","paths","baseMem","backjumps","peakDepth","restarts","flatIntVars","solutions","variables","method","randomSeed","initTime","trailMem","flatBoolVars","eliminatedImplications","propagators","blockType","peakMem","objective","solveTime","objectiveBound"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","688.5191375222057","0.683776","1","","18964","356558499","","1012","110","3347844","results_rect","5995","","","3343557","109","0","12276","20383","0","","","128","0","6803","","","satisfy","","0.186195","","18920","44","1407","complete","","","687.174626",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8217805940657854","0.336491","1","","8032","53437","","64","2368","1356","results_rect","2400","","","1343","73","0","5152","8350","0","","","2381","0","2959","","","satisfy","","0.082882","","7520","32","306","complete","","","0.121758",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","34.2566099986434","0.640852","1","","16380","27359535","","924","101640","134620","results_rect","5166","","","203489","103","0","10584","17678","0","","","541","4361","5905","","","satisfy","","0.168138","","16338","42","1286","complete","","","32.983056",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","2.599503275938332","1.30181","1","","36736","464007","","1624","22613","0","results_rect","11690","","","570","145","0","23912","38951","0","","","13298","4","12975","","","satisfy","","0.385545","","36680","56","2203","complete","","","0.226531",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","21.192680394276977","0.593436","1","","16380","5438970","","84","57516","81698","results_rect","4956","","","113680","103","0","10584","16839","0","","","68","3611","5905","","","satisfy","","0.160448","","15498","42","447","complete","","","20.077583",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","2.7903377627953887","1.44738","1","","41250","434539","","1860","25128","0","results_rect","13185","","","251","153","0","26880","43730","0","","","15093","3","14529","","","satisfy","","0.429726","","41310","60","2468","complete","","","0.141672",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.313207196071744","0.578467","1","","14620","94144","","80","5849","0","results_rect","4420","","","1171","97","0","9440","15053","0","","","4408","4","5283","","","satisfy","","0.142036","","13820","40","421","complete","","","0.244477",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","12.43201685976237","0.966688","1","","27456","2652377","","104","25687","40538","results_rect","8424","","","54888","129","0","17836","28052","0","","","1536","1205","9755","","","satisfy","","0.276093","","26208","52","584","complete","","","10.666428",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","16.39547214936465","0.114654","1","132118","","59275190","14719","84","","","results_rect","378","136872","127","132118","","","924","1086","0","0.0","4729","24","0","105","","14848","satisfy","407783316","0.025","0.04","1050","42","1957","","0.0","","16.106",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8378612957894802","0.352108","1","","8517","53608","","68","2533","1358","results_rect","2567","","","1343","75","0","5474","8841","0","","","2548","0","3124","","","satisfy","","0.092767","","8007","34","312","complete","","","0.123771",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.626035050489","0.988457","0","","26425","160659369","","100","0","4819268","results_rect","8075","","","4813130","127","0","17150","27015","0","","","16","0","9408","","","satisfy","","0.264847","","25175","50","578","complete","","","1198.742998",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","56.66170329414308","1.14418","1","","32724","12832235","","108","155443","148051","results_rect","10044","","","216844","139","0","21276","33385","0","","","1873","6255","11593","","","satisfy","","0.334571","","31266","54","649","complete","","","54.450907",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.292564413510263","0.408667","1","","9738","2480966","","684","58","24623","results_rect","3087","","","24557","81","0","6264","10696","0","","","77","0","3561","","","satisfy","","0.104769","","9774","36","944","complete","","","2.472307",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8476156769320369","0.336808","1","","8032","72029","","64","2982","1309","results_rect","2400","","","1590","73","0","5152","8350","0","","","2381","110","2959","","","satisfy","","0.081297","","7520","32","306","complete","","","0.171562",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","2.8070706725120544","0.932068","1","","26425","315668","","100","14817","0","results_rect","8075","","","4377","127","0","17150","27015","0","","","8264","24","9408","","","satisfy","","0.265804","","25175","50","578","complete","","","1.100286",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.6407374264672399","0.109355","1","22672","","9076049","9654","72","","","results_rect","297","23492","106","22672","","","684","822","0","0.0","795","24","0","87","","9762","satisfy","-249040534","0.018","0.02","792","36","1459","","0.0","","1.348",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.2398646268994","0.094838","0","","","","","224","","","results_rect","168","","","","","","","331","0","","","","","147","","","satisfy","","","","224","112","","","","","",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","2.241906234063208","0.788601","1","","24048","260080","","96","11132","0","results_rect","7344","","","3253","121","0","15600","24610","0","","","7357","2","8575","","","satisfy","","0.228289","","22896","48","550","complete","","","0.761362",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","27.399553718976676","0.874963","1","","24048","22636627","","1200","71824","103294","results_rect","7620","","","125785","121","0","15600","25713","0","","","333","3931","8575","","","satisfy","","0.247021","","24000","48","1653","complete","","","25.707677",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","11.729684244841337","1.030459","1","","27456","2404570","","104","24083","35720","results_rect","8424","","","51202","129","0","17836","28052","0","","","1536","889","9755","","","satisfy","","0.280254","","26208","52","584","complete","","","9.795148",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","ALL_SOLUTIONS","1.9001195263117552","0.092768","1","","","2213218","314","152","","","results_rect","114","","","30243","","","","223","0","","","","","93","","","satisfy","","","","152","76","","","","0","1.67448","0"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.863498289138","1.14848","0","","31131","155220311","","108","0","4168733","results_rect","9585","","","4159305","135","0","20250","31769","0","","","19","0","11022","","","satisfy","","0.320634","","29781","54","626","complete","","","1198.528155",""
"Huub_vsids_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.2363040428608656","0.495076","1","","13140","113919","","80","13690","0","results_rect","3980","","","1389","93","0","8480","13545","0","","","4135","1","4759","","","satisfy","","0.130349","","12420","40","393","complete","","","0.292773",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","1.8385045304894447","0.951763","1","","27456","62095","","104","10299","0","results_rect","8424","","","76","129","0","17836","28052","0","","","8634","2","9755","","","satisfy","","0.274081","","26208","52","584","complete","","","0.095252",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.6738822525367","1.20329","0","","30004","155112592","","104","0","4175844","results_rect","9204","","","4166517","133","0","19500","30636","0","","","19","0","10643","","","satisfy","","0.308493","","28652","52","620","complete","","","1198.486274",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9131893087178469","0.369013","1","","8517","44705","","68","3709","0","results_rect","2567","","","862","75","0","5474","8841","0","","","2595","2","3124","","","satisfy","","0.087636","","8007","34","312","complete","","","0.100574",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7665547300130129","0.327221","1","","7040","181658","","544","3194","1106","results_rect","2232","","","1410","69","0","4512","7813","0","","","2639","89","2603","","","satisfy","","0.07749","","7072","32","758","complete","","","0.125899",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.7629043459892273","0.327826","1","","8032","44338","","64","3514","0","results_rect","2400","","","862","73","0","5152","8350","0","","","2400","2","2959","","","satisfy","","0.081297","","7520","32","306","complete","","","0.096189",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","45.3347557419911","0.773368","1","","21912","9628256","","96","105402","143280","results_rect","6696","","","199304","117","0","14208","22441","0","","","1124","3899","7827","","","satisfy","","0.221895","","20856","48","517","complete","","","43.876157",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.247301296331","0.097659","0","","","","","216","","","results_rect","162","","","","","","","319","0","","","","","141","","","satisfy","","","","216","108","","","","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.5305750248954","0.843641","0","","25025","155317611","","100","0","4684895","results_rect","7675","","","4681143","123","0","16250","25593","0","","","16","0","8904","","","satisfy","","0.255557","","23875","50","556","complete","","","1198.901011",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.6079336646944284","0.439087","1","","11016","1777126","","684","5859","10281","results_rect","3465","","","14648","85","0","7092","12001","0","","","131","305","4015","","","satisfy","","0.118235","","10980","36","971","complete","","","1.752169",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","4.3052680706605315","0.715023","1","","21912","835348","","96","5962","12527","results_rect","6696","","","16046","117","0","14208","22441","0","","","1124","155","7827","","","satisfy","","0.208111","","20856","48","517","complete","","","2.935442",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.2419951194897294","0.372673","1","","9738","603536","","72","8559","9673","results_rect","2934","","","12611","81","0","6264","10085","0","","","2931","483","3561","","","satisfy","","0.095649","","9162","36","335","complete","","","1.506579",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.5446982141584158","0.468114","1","","12502","155104","","76","1138","2606","results_rect","3762","","","3477","91","0","8056","12901","0","","","58","27","4543","","","satisfy","","0.127608","","11780","38","387","complete","","","0.486992",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","2.6920158928260207","1.29493","1","","38019","93026","","116","21659","0","results_rect","11745","","","351","147","0","24766","38729","0","","","12068","6","13406","","","satisfy","","0.383202","","36453","58","698","complete","","","0.321608",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.3250683210790157","0.596236","1","","14620","217979","","840","6624","0","results_rect","4610","","","928","97","0","9440","15812","0","","","5431","3","5283","","","satisfy","","0.151069","","14580","40","1179","complete","","","0.14167",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","52.29905220400542","0.133534","1","374587","","170466648","15893","84","","","results_rect","378","391168","131","374587","","","924","1088","0","0.0","16558","22","0","109","","16026","satisfy","2142577676","0.031","0.04","1050","42","1961","","0.0","","51.825",""
